X_COORD,Y_COORD,HABITAT
615696.7477,1302433.403,1
616264.3437,1302435.556,0
616831.9406,1302437.719,1
617399.5384,1302439.894,1
617967.1371,1302442.078,0
618534.7367,1302444.274,1
619102.3372,1302446.48,1
619669.9386,1302448.696,1
620237.5409,1302450.923,1
620805.1441,1302453.16,1
621372.7483,1302455.408,1
621940.3533,1302457.667,1
622507.9593,1302459.936,1
623075.5663,1302462.216,0
623643.1742,1302464.506,1
624210.783,1302466.807,1
624778.3928,1302469.118,0
625346.0035,1302471.44,0
625913.6152,1302473.772,0
626481.2279,1302476.115,0
627048.8415,1302478.468,1
627616.456,1302480.832,0
628184.0716,1302483.207,1
628751.6881,1302485.592,0
629319.3056,1302487.988,0
629886.9241,1302490.394,0
630454.5436,1302492.81,1
631022.1641,1302495.238,0
631589.7856,1302497.676,0
632157.4081,1302500.124,1
632725.0316,1302502.583,1
633292.6561,1302505.052,0
633860.2816,1302507.532,1
634427.9082,1302510.023,1
634995.5357,1302512.524,1
635563.1644,1302515.035,1
636130.794,1302517.557,1
636698.4247,1302520.09,1
637266.0564,1302522.633,1
637833.6892,1302525.187,1
638401.323,1302527.752,1
638968.9579,1302530.326,1
639536.5938,1302532.912,1
640104.2308,1302535.508,1
640671.8689,1302538.114,1
641239.508,1302540.731,1
641807.1482,1302543.359,1
642374.7895,1302545.997,1
642942.4319,1302548.646,1
604343.0695,1302960.127,0
604910.6382,1302962.07,1
605478.2076,1302964.024,0
606045.7778,1302965.988,0
606613.3489,1302967.963,0
607180.9208,1302969.948,0
607748.4935,1302971.944,1
608316.067,1302973.95,1
608883.6413,1302975.967,0
609451.2165,1302977.995,0
610018.7925,1302980.033,1
610586.3693,1302982.081,1
611153.947,1302984.141,1
611721.5255,1302986.21,0
612289.1049,1302988.29,0
612856.6852,1302990.381,0
613424.2663,1302992.482,0
613991.8482,1302994.594,1
614559.4311,1302996.717,0
615127.0148,1302998.85,1
615694.5994,1303000.993,1
616262.1848,1303003.147,0
616829.7712,1303005.312,1
617397.3584,1303007.487,1
617964.9466,1303009.672,0
618532.5356,1303011.869,0
619100.1256,1303014.075,1
619667.7164,1303016.293,1
620235.3082,1303018.52,1
620802.9009,1303020.759,1
621370.4945,1303023.008,1
621938.089,1303025.267,1
622505.6845,1303027.537,0
623073.2809,1303029.818,0
623640.8783,1303032.109,0
624208.4766,1303034.411,0
624776.0758,1303036.723,0
625343.676,1303039.046,0
625911.2771,1303041.379,0
626478.8792,1303043.723,0
627046.4823,1303046.077,1
627614.0863,1303048.442,0
628181.6913,1303050.818,0
628749.2973,1303053.204,0
629316.9043,1303055.6,0
629884.5122,1303058.007,0
630452.1211,1303060.425,1
631019.7311,1303062.853,0
631587.342,1303065.292,0
632154.954,1303067.742,0
632722.5669,1303070.201,1
633290.1809,1303072.672,1
633857.7959,1303075.153,1
634425.4119,1303077.644,1
634993.0289,1303080.147,1
635560.647,1303082.659,1
636128.2661,1303085.182,1
636695.8862,1303087.716,1
637263.5074,1303090.26,1
637831.1296,1303092.815,1
638398.7528,1303095.381,1
638966.3772,1303097.957,1
639534.0026,1303100.543,1
640101.629,1303103.14,1
640669.2565,1303105.748,1
641236.8851,1303108.366,1
641804.5148,1303110.995,1
642372.1455,1303113.634,1
642939.7774,1303116.284,1
643507.4103,1303118.944,1
603206.0175,1303523.834,1
603773.574,1303525.757,0
604341.1313,1303527.69,0
604908.6894,1303529.634,0
605476.2483,1303531.589,0
606043.808,1303533.554,0
606611.3685,1303535.529,0
607178.9298,1303537.515,1
607746.4919,1303539.512,1
608314.0549,1303541.519,1
608881.6187,1303543.537,0
609449.1833,1303545.565,0
610016.7488,1303547.604,1
610584.315,1303549.653,0
611151.8822,1303551.713,0
611719.4502,1303553.784,1
612287.019,1303555.865,1
612854.5887,1303557.956,0
613422.1593,1303560.059,0
613989.7307,1303562.171,0
614557.303,1303564.295,0
615124.8761,1303566.428,1
615692.4502,1303568.573,1
616260.0251,1303570.728,0
616827.6009,1303572.893,1
617395.1776,1303575.069,1
617962.7552,1303577.256,1
618530.3337,1303579.453,0
619097.9131,1303581.66,1
619665.4934,1303583.879,0
620233.0746,1303586.107,1
620800.6568,1303588.347,1
621368.2398,1303590.597,0
621935.8238,1303592.857,0
622503.4087,1303595.128,0
623070.9946,1303597.409,1
623638.5814,1303599.702,0
624206.1691,1303602.004,0
624773.7578,1303604.317,0
625341.3475,1303606.641,0
625908.938,1303608.975,0
626476.5296,1303611.32,0
627044.1221,1303613.675,0
627611.7156,1303616.041,0
628179.31,1303618.418,1
628746.9055,1303620.805,0
629314.5019,1303623.203,0
629882.0993,1303625.611,1
630449.6977,1303628.029,0
631017.2971,1303630.459,0
631584.8975,1303632.898,0
632152.4988,1303635.349,0
632720.1012,1303637.81,0
633287.7047,1303640.281,1
633855.3091,1303642.763,1
634422.9145,1303645.256,1
634990.521,1303647.759,1
635558.1285,1303650.272,1
636125.7371,1303652.797,1
636693.3467,1303655.331,1
637260.9573,1303657.877,1
637828.5689,1303660.433,1
638396.1817,1303662.999,1
638963.7954,1303665.576,1
639531.4103,1303668.164,1
640099.0262,1303670.762,1
640666.6431,1303673.37,1
641234.2612,1303675.99,1
641801.8803,1303678.619,1
642369.5005,1303681.26,1
642937.1218,1303683.911,1
643504.7441,1303686.572,1
644072.3676,1303689.244,1
644639.9922,1303691.927,1
602636.5544,1304089.472,1
603204.0995,1304091.385,0
603771.6455,1304093.308,0
604339.1922,1304095.243,0
604906.7398,1304097.187,0
605474.2881,1304099.143,0
606041.8373,1304101.108,0
606609.3872,1304103.085,0
607176.938,1304105.072,0
607744.4896,1304107.069,1
608312.042,1304109.077,1
608879.5952,1304111.096,1
609447.1493,1304113.125,1
610014.7042,1304115.165,0
610582.26,1304117.215,0
611149.8165,1304119.276,0
611717.374,1304121.347,0
612284.9323,1304123.429,1
612852.4914,1304125.521,0
613420.0514,1304127.624,0
613987.6123,1304129.738,1
614555.174,1304131.862,0
615122.7366,1304133.997,0
615690.3001,1304136.142,0
616257.8645,1304138.298,1
616825.4297,1304140.464,1
617392.9959,1304142.641,1
617960.5629,1304144.828,0
618528.1309,1304147.026,1
619095.6997,1304149.235,1
619663.2695,1304151.454,1
620230.8401,1304153.684,1
620798.4117,1304155.924,1
621365.9842,1304158.175,1
621933.5577,1304160.436,0
622501.132,1304162.708,1
623068.7073,1304164.99,0
623636.2836,1304167.283,0
624203.8608,1304169.587,0
624771.4389,1304171.901,0
625339.018,1304174.226,1
625906.598,1304176.561,0
626474.179,1304178.907,0
627041.761,1304181.263,0
627609.3439,1304183.63,0
628176.9278,1304186.008,0
628744.5127,1304188.396,0
629312.0985,1304190.794,1
629879.6854,1304193.203,0
630447.2732,1304195.623,0
631014.862,1304198.053,1
631582.4519,1304200.494,0
632150.0427,1304202.945,0
632717.6346,1304205.407,1
633285.2274,1304207.88,1
633852.8213,1304210.363,1
634420.4162,1304212.856,1
634988.0121,1304215.361,1
635555.6091,1304217.875,1
636123.2071,1304220.4,1
636690.8061,1304222.936,1
637258.4061,1304225.483,1
637826.0072,1304228.04,1
638393.6094,1304230.607,1
638961.2126,1304233.185,1
639528.8169,1304235.774,1
640096.4222,1304238.373,1
640664.0287,1304240.983,1
641231.6361,1304243.603,1
641799.2447,1304246.234,1
642366.8543,1304248.875,1
642934.4651,1304251.527,1
643502.0769,1304254.19,1
644069.6898,1304256.863,1
644637.3038,1304259.546,1
602634.6462,1304657.011,0
603202.1808,1304658.925,0
603769.7162,1304660.85,0
604337.2524,1304662.785,0
604904.7894,1304664.73,0
605472.3272,1304666.686,0
606039.8658,1304668.653,0
606607.4052,1304670.63,0
607174.9454,1304672.618,0
607742.4864,1304674.616,0
608310.0283,1304676.625,0
608877.571,1304678.644,0
609445.1145,1304680.674,0
610012.6588,1304682.715,0
610580.204,1304684.766,0
611147.75,1304686.827,0
611715.2969,1304688.9,0
612282.8447,1304690.982,1
612850.3933,1304693.076,1
613417.9427,1304695.18,0
613985.493,1304697.294,1
614553.0442,1304699.419,0
615120.5962,1304701.554,0
615688.1492,1304703.701,1
616255.703,1304705.857,0
616823.2577,1304708.025,0
617390.8133,1304710.202,1
617958.3698,1304712.391,1
618525.9271,1304714.59,1
619093.4854,1304716.799,1
619661.0446,1304719.019,1
620228.6047,1304721.25,1
620796.1658,1304723.491,0
621363.7277,1304725.742,1
621931.2906,1304728.005,1
622498.8544,1304730.278,0
623066.4191,1304732.561,0
623633.9848,1304734.855,1
624201.5515,1304737.159,1
624769.119,1304739.474,0
625336.6875,1304741.8,1
625904.257,1304744.136,0
626471.8275,1304746.483,0
627039.3989,1304748.84,0
627606.9712,1304751.208,1
628174.5446,1304753.587,0
628742.1189,1304755.976,0
629309.6942,1304758.375,0
629877.2705,1304760.785,0
630444.8477,1304763.206,1
631012.426,1304765.637,0
631580.0053,1304768.079,0
632147.5856,1304770.531,0
632715.1669,1304772.994,1
633282.7491,1304775.468,1
633850.3325,1304777.952,1
634417.9168,1304780.447,1
634985.5022,1304782.952,1
635553.0886,1304785.467,1
636120.676,1304787.994,1
636688.2645,1304790.531,1
637255.854,1304793.078,1
637823.4445,1304795.636,1
638391.0361,1304798.205,1
638958.6288,1304800.784,1
639526.2225,1304803.373,1
640093.8173,1304805.974,1
640661.4131,1304808.584,1
641229.01,1304811.206,1
641796.608,1304813.838,1
642364.2071,1304816.48,1
642931.8073,1304819.133,1
643499.4085,1304821.797,1
644067.0109,1304824.471,1
644634.6143,1304827.156,1
645202.2189,1304829.851,1
602065.214,1305222.636,0
602632.7373,1305224.54,0
603200.2613,1305226.455,0
603767.7862,1305228.38,0
604335.3118,1305230.316,0
604902.8382,1305232.262,0
605470.3655,1305234.219,0
606037.8935,1305236.186,0
606605.4223,1305238.164,0
607172.952,1305240.153,0
607740.4825,1305242.152,0
608308.0138,1305244.162,0
608875.5459,1305246.182,0
609443.0788,1305248.213,0
610010.6126,1305250.254,0
610578.1472,1305252.306,0
611145.6827,1305254.369,0
611713.219,1305256.442,0
612280.7562,1305258.525,0
612848.2942,1305260.619,0
613415.8331,1305262.724,0
613983.3729,1305264.839,0
614550.9135,1305266.965,0
615118.455,1305269.102,1
615685.9973,1305271.249,0
616253.5406,1305273.406,0
616821.0847,1305275.574,1
617388.6298,1305277.753,1
617956.1757,1305279.942,1
618523.7225,1305282.142,1
619091.2702,1305284.352,1
619658.8189,1305286.573,1
620226.3684,1305288.805,1
620793.9189,1305291.047,0
621361.4703,1305293.3,0
621929.0226,1305295.563,0
622496.5758,1305297.837,0
623064.13,1305300.121,0
623631.6851,1305302.416,1
624199.2412,1305304.721,1
624766.7982,1305307.037,1
625334.3562,1305309.364,1
625901.9151,1305311.701,0
626469.4749,1305314.049,0
627037.0358,1305316.407,0
627604.5976,1305318.776,0
628172.1604,1305321.155,1
628739.7241,1305323.545,0
629307.2889,1305325.946,0
629874.8546,1305328.357,1
630442.4213,1305330.779,1
631009.989,1305333.211,0
631577.5577,1305335.654,0
632145.1274,1305338.107,0
632712.6981,1305340.571,1
633280.2699,1305343.045,1
633847.8426,1305345.53,1
634415.4164,1305348.026,1
634982.9912,1305350.532,1
635550.567,1305353.049,1
636118.1439,1305355.576,1
636685.7218,1305358.114,1
637253.3007,1305360.663,1
637820.8807,1305363.222,1
638388.4617,1305365.791,1
638956.0438,1305368.372,1
639523.627,1305370.962,1
640091.2112,1305373.564,1
640658.7965,1305376.175,1
641226.3828,1305378.798,1
641793.9703,1305381.431,1
642361.5588,1305384.074,1
642929.1484,1305386.729,1
643496.7391,1305389.393,1
644064.3309,1305392.069,1
644631.9238,1305394.754,1
645199.5177,1305397.451,1
645767.1128,1305400.158,1
601495.8029,1305788.26,0
602063.3148,1305790.154,0
602630.8275,1305792.059,0
603198.341,1305793.974,0
603765.8553,1305795.9,0
604333.3704,1305797.837,0
604900.8862,1305799.784,0
605468.4029,1305801.741,0
606035.9204,1305803.71,0
606603.4387,1305805.688,0
607170.9577,1305807.678,0
607738.4777,1305809.678,1
608305.9984,1305811.688,1
608873.5199,1305813.709,0
609441.0423,1305815.741,1
610008.5655,1305817.783,0
610576.0896,1305819.836,0
611143.6145,1305821.899,0
611711.1403,1305823.973,1
612278.6669,1305826.058,0
612846.1943,1305828.153,0
613413.7227,1305830.258,0
613981.2518,1305832.374,0
614548.7819,1305834.501,1
615116.3128,1305836.638,0
615683.8446,1305838.786,0
616251.3773,1305840.945,0
616818.9109,1305843.114,1
617386.4453,1305845.293,0
617953.9807,1305847.483,0
618521.517,1305849.684,1
619089.0541,1305851.895,1
619656.5922,1305854.117,1
620224.1312,1305856.35,1
620791.6711,1305858.593,1
621359.2119,1305860.846,1
621926.7536,1305863.11,0
622494.2963,1305865.385,0
623061.8399,1305867.67,1
623629.3845,1305869.966,1
624196.93,1305872.272,1
624764.4764,1305874.589,1
625332.0238,1305876.917,0
625899.5722,1305879.255,0
626467.1215,1305881.604,0
627034.6717,1305883.963,0
627602.223,1305886.333,1
628169.7752,1305888.713,1
628737.3284,1305891.104,0
629304.8825,1305893.506,0
629872.4377,1305895.918,0
630439.9938,1305898.34,0
631007.551,1305900.774,1
631575.1091,1305903.217,0
632142.6683,1305905.672,0
632710.2284,1305908.137,1
633277.7896,1305910.612,1
633845.3518,1305913.098,1
634412.915,1305915.595,1
634980.4792,1305918.102,1
635548.0445,1305920.62,1
636115.6108,1305923.148,1
636683.1781,1305925.687,1
637250.7465,1305928.237,1
637818.3159,1305930.797,1
638385.8863,1305933.368,1
638953.4579,1305935.949,1
639521.0304,1305938.541,1
640088.6041,1305941.143,1
640656.1788,1305943.756,1
641223.7546,1305946.38,1
641791.3314,1305949.014,1
642358.9094,1305951.658,1
642926.4884,1305954.313,1
643494.0685,1305956.979,1
644061.6498,1305959.656,1
644629.2321,1305962.343,1
645196.8155,1305965.04,1
645764.4,1305967.748,1
601493.9135,1306355.766,1
602061.4149,1306357.661,0
602628.917,1306359.566,0
603196.42,1306361.483,0
603763.9237,1306363.409,0
604331.4282,1306365.347,0
604898.9335,1306367.295,0
605466.4396,1306369.253,0
606033.9465,1306371.222,0
606601.4542,1306373.202,0
607168.9627,1306375.192,1
607736.472,1306377.193,0
608303.9822,1306379.204,1
608871.4932,1306381.226,1
609439.005,1306383.258,0
610006.5176,1306385.301,0
610574.0311,1306387.355,0
611141.5455,1306389.419,0
611709.0607,1306391.494,0
612276.5767,1306393.579,0
612844.0936,1306395.675,0
613411.6113,1306397.782,0
613979.13,1306399.899,0
614546.6494,1306402.026,1
615114.1698,1306404.164,0
615681.691,1306406.313,1
616249.2131,1306408.473,0
616816.7361,1306410.642,0
617384.26,1306412.823,0
617951.7848,1306415.014,0
618519.3105,1306417.216,1
619086.8371,1306419.428,0
619654.3646,1306421.65,0
620221.893,1306423.884,1
620789.4223,1306426.128,1
621356.9526,1306428.382,0
621924.4838,1306430.647,0
622492.0159,1306432.923,0
623059.5489,1306435.209,1
623627.0829,1306437.506,1
624194.6178,1306439.813,0
624762.1537,1306442.131,1
625329.6905,1306444.46,0
625897.2283,1306446.799,0
626464.767,1306449.148,0
627032.3067,1306451.508,0
627599.8474,1306453.879,0
628167.389,1306456.261,1
628734.9316,1306458.653,0
629302.4752,1306461.055,1
629870.0198,1306463.468,0
630437.5654,1306465.892,1
631005.112,1306468.326,0
631572.6595,1306470.771,1
632140.2081,1306473.226,0
632707.7577,1306475.692,0
633275.3083,1306478.169,1
633842.8599,1306480.656,1
634410.4125,1306483.153,1
634977.9662,1306485.662,1
635545.5209,1306488.181,1
636113.0766,1306490.71,1
636680.6333,1306493.25,1
637248.1911,1306495.801,1
637815.75,1306498.362,1
638383.3099,1306500.933,1
638950.8708,1306503.516,1
639518.4328,1306506.109,1
640085.9959,1306508.712,1
640653.56,1306511.326,1
641221.1252,1306513.951,1
641788.6915,1306516.586,1
642356.2589,1306519.231,1
642923.8274,1306521.888,1
643491.3969,1306524.555,1
644058.9675,1306527.232,1
644626.5393,1306529.92,1
645194.1121,1306532.619,1
645761.6861,1306535.328,1
646329.2611,1306538.048,1
600924.5334,1306921.376,0
601492.0234,1306923.262,0
602059.5142,1306925.157,1
602627.0057,1306927.064,0
603194.4981,1306928.981,0
603761.9912,1306930.908,0
604329.4852,1306932.846,0
604896.9799,1306934.795,1
605464.4754,1306936.754,0
606031.9717,1306938.724,0
606599.4689,1306940.705,0
607166.9668,1306942.696,0
607734.4656,1306944.697,0
608301.9652,1306946.709,1
608869.4656,1306948.732,1
609436.9668,1306950.765,0
610004.4689,1306952.809,0
610571.9718,1306954.864,0
611139.4756,1306956.929,0
611706.9802,1306959.004,0
612274.4857,1306961.09,0
612841.992,1306963.187,0
613409.4992,1306965.294,1
613977.0072,1306967.412,1
614544.5161,1306969.541,0
615112.0259,1306971.68,1
615679.5366,1306973.83,1
616247.0481,1306975.99,1
616814.5605,1306978.161,0
617382.0738,1306980.342,0
617949.588,1306982.534,0
618517.1032,1306984.736,1
619084.6192,1306986.949,0
619652.1361,1306989.173,0
620219.6539,1306991.407,0
620787.1727,1306993.652,0
621354.6924,1306995.908,0
621922.213,1306998.174,0
622489.7345,1307000.45,0
623057.257,1307002.737,1
623624.7804,1307005.035,1
624192.3047,1307007.343,1
624759.83,1307009.662,1
625327.3563,1307011.992,1
625894.8835,1307014.332,0
626462.4116,1307016.682,1
627029.9407,1307019.043,0
627597.4708,1307021.415,0
628165.0019,1307023.797,0
628732.5339,1307026.19,0
629300.0669,1307028.594,0
629867.601,1307031.008,0
630435.136,1307033.433,0
631002.6719,1307035.868,0
631570.2089,1307038.314,1
632137.7469,1307040.77,0
632705.2859,1307043.237,1
633272.8259,1307045.715,1
633840.367,1307048.203,1
634407.909,1307050.701,1
634975.4521,1307053.211,1
635542.9962,1307055.73,1
636110.5414,1307058.261,1
636678.0875,1307060.802,1
637245.6348,1307063.354,1
637813.183,1307065.916,1
638380.7323,1307068.488,1
638948.2827,1307071.072,1
639515.8341,1307073.666,1
640083.3866,1307076.27,1
640650.9402,1307078.885,1
641218.4948,1307081.511,1
641786.0505,1307084.147,1
642353.6073,1307086.794,1
642921.1652,1307089.451,1
643488.7242,1307092.119,1
644056.2842,1307094.798,1
644623.8454,1307097.487,1
645191.4077,1307100.187,1
645758.971,1307102.897,1
646326.5355,1307105.618,1
646894.1011,1307108.35,1
600355.1744,1307486.985,0
600922.653,1307488.861,0
601490.1325,1307490.747,1
602057.6127,1307492.643,0
602625.0937,1307494.55,0
603192.5754,1307496.468,0
603760.058,1307498.396,0
604327.5414,1307500.335,0
604895.0255,1307502.285,0
605462.5104,1307504.245,0
606029.9962,1307506.216,0
606597.4828,1307508.197,0
607164.9701,1307510.189,0
607732.4583,1307512.191,0
608299.9473,1307514.204,1
608867.4372,1307516.228,1
609434.9278,1307518.262,0
610002.4193,1307520.306,0
610569.9117,1307522.362,0
611137.4048,1307524.428,0
611704.8989,1307526.504,1
612272.3938,1307528.591,1
612839.8895,1307530.689,0
613407.3861,1307532.797,0
613974.8836,1307534.916,0
614542.3819,1307537.045,1
615109.8811,1307539.185,0
615677.3812,1307541.335,0
616244.8822,1307543.496,1
616812.384,1307545.668,1
617379.8867,1307547.85,1
617947.3904,1307550.043,1
618514.8949,1307552.247,1
619082.4003,1307554.461,0
619649.9067,1307556.685,0
620217.4139,1307558.92,1
620784.9221,1307561.166,1
621352.4312,1307563.422,0
621919.9412,1307565.689,0
622487.4522,1307567.967,0
623054.9641,1307570.255,1
